ID,AUTORE,ULAN,SPECIFICHE-AUTORE,SCUOLA,AUTORE-MOTIVAZIONE,ALTRO-AUTORE-1,ALTRO-AUTORE-1-ULAN,ALTRO-AUTORE-1-SPECIFICHE-AUTORE,ALTRO-AUTORE-1-SCUOLA,ALTRO-AUTORE-1-MOTIVAZIONE,ALTRO-AUTORE-2,ALTRO-AUTORE-2-ULAN,ALTRO-AUTORE-2-SPECIFICHE-AUTORE,ALTRO-AUTORE-2-SCUOLA,ALTRO-AUTORE-2-MOTIVAZIONE,ALTRO-AUTORE-3,ALTRO-AUTORE-3-ULAN,ALTRO-AUTORE-3-SPECIFICHE-AUTORE,ALTRO-AUTORE-3-SCUOLA,ALTRO-AUTORE-3-MOTIVAZIONE,OGGETTO-DEFINIZIONE,OGGETTO-ID,SOGGETTO,DENOMINAZIONE,TECNICA,LAVORAZIONE,DIMENSIONI,LOC0-PROV,LOC0-CITTA,LOC0-GEONAMES,LOC0-LAT,LOC0-LONG,LOC0-CONT,LOC0-CONT-SPECIFICHE,ORIGINALE-BOOL,LOC1-TYPE,LOC1-PROV,LOC1-CITTA,LOC1-GEONAMES,LOC1-CONT,LOC1-CONT-SPECIFICHE,LOC1-DATE,LOC2-TYPE,LOC2-PROV,LOC2-CITTA,LOC2-GEONAMES,LOC2-CONT,LOC2-CONT-SPECIFICHE,LOC2-DATE,DATA-FROM,DATA-TO,RELAZIONE,BIBLIOGRAFIA-GENERALE
47,Anonimo lombardo ,,,"Scuola italiana, scuola lombarda",Bibliografia (AM2),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",,,,,,,,,,,,busto,,Madonna dolente,,modellazione,policromia perduta, 29x39x19 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,P,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Congregazione di Carità,,,,,,,,,,1460,1470,,"M4, 31; AM2, 47"
48,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,,,,,,,,,,,statua,,Madonna col Bambino,,modellazione,policromia perduta,da verificare ( 200),CR,Soncino,https://www.geonames.org/3166399/soncino.html,45.40033,9.86845,Rocca,in una nicchia del torrione sud-ovest,O,,,,,,,,,,,,,,,1453,1463,,"M7, 108; AP7, 67"
49,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,formella architettonica,elemento d'insieme,Angelo annunciante,,modellazione,policromia perduta, 37x26x31 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,,,,,,,1450,1460,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
50,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,formella architettonica,elemento d'insieme,Maria Vergine Annunciata,,modellazione,policromia perduta, 37x26x31 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,,,,,,,1450,1460,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
51,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,formella architettonica,elemento d'insieme,Profeta,,modellazione,policromia perduta, 37x26x31 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,,,,,,,1450,1460,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
52,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,formella architettonica,elemento d'insieme,Profeta,,modellazione,policromia perduta, 37x26x31 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,,,,,,,1450,1460,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
53,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,formella architettonica,elemento d'insieme,San Matteo,,modellazione,policromia perduta, 37x26x31 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,,,,,,,1450,1460,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
54,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,formella architettonica,elemento d'insieme,San Giovanni evangelista,,modellazione,policromia perduta, 37x26x31 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,,,,,,,1450,1460,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
55,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,formella architettonica,elemento d'insieme,San Marco,,modellazione,policromia perduta, 37x13x31 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,,,,,,,1450,1460,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
56,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8); Firma,,,,,,,,,,,,,,,,formella architettonica,serie,Testa di angelo,,stampo,policromia perduta, 29x24 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,,,,,,,,,,,,,,,1450,1470,,"M4, 31"
57,Rinaldo de Staulis,3,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,,,,,,rilievo,,Cristo risorto,,modellazione,policromia perduta, 31 x27 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,,,,,,,,,,,,,,,1460,1480,,"M4, 33"
58,Rinaldo de Staulis,3,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,,,,,,rilievo,,Cristo in pietà,,modellazione,policromia perduta," 24,3x18,8 cm",CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,,,,,,,,,,,,,,,1450,1480,,"M4, 33"
59,Rinaldo de Staulis,3,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,,,,,,rilievo,,Monogramma bernardiniano,,stampo,policromia perduta,altezza 95 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,,,,,,,,,,,,,,,1460,1480,,"M4, 34-35"
60,Rinaldo de Staulis,3,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,,,,,,formella architettonica,serie,Testa di cherubino,,stampo,policromia perduta," 10,2x20,5 cm",CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,,,,,,,,,,,,,,,1460,1470,,"M4, 32"
61,Galeotto Pavesi,7,?,"Scuola italiana, scuola emiliana, scuola modenese",Analisi stilistica,Anonimo della prima metà del XV secolo,,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,testa,,Testa d'uomo,,modellazione,invetriata," 14,8 x 9,7 cm",CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,,,,,,,,,,,,,,,1463,1479,,"M4, 29"
62,Anonimo lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (M4),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,statua,elemento d'insieme,San Bernardino da Siena,,modellazione,policromia perduta, 150x25 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,,,,,,,,,,,,,,,1470,1480,Due figure di Santi donate da don Luigi Merisio,"M4, 30; AM2, 47; M1 127 nota 35"
63,Anonimo lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (M4),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,,,,,,statua,elemento d'insieme,San Pietro Martire?,,modellazione,policromia perduta, 150x25 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,,,,,,,,,,,,,,,1470,1480,Due figure di Santi donate da don Luigi Merisio,"M4, 30; AM2, 47; M1 127 nota 35"
64,Giovanni Antonio Amadeo,http://vocab.getty.edu/page/ulan/500018162,,"Scuola italiana, scuola lombarda",Bibliografia (M4),,,,,,,,,,,,,,,,rilievo,elemento d'insieme,Madonna col Bambino,,modellazione,policroma,da verificare,CR,Castelleone,https://www.geonames.org/3179636/castelleone.html,45.29579,9.76091,Chiesa di Santa Maria in Bressanoro,,O,,,,,,,,,,,,,,,1460,1470,Decorazioni architettoniche di Santa Maria in Bressanoro,"AM6, 135"
65,Francesco Solari,8,Bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M9),,,,,,,,,,,formella architettonica,serie,Angelo,,stampo,policromia perduta,da verificare,CR,Castelleone,https://www.geonames.org/3179636/castelleone.html,45.29579,9.76091,Chiesa di Santa Maria in Bressanoro,,O,,,,,,,,,,,,,,,1460,1469,Decorazioni architettoniche di Santa Maria in Bressanoro,"M9, 9; AM7, 362"
66,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP1),Guido Mazzoni,http://vocab.getty.edu/page/ulan/500013902,,"Scuola italiana, scuola emiliana, scuola modenese",Bibliografia (AP8),,,,,,,,,,,statua,elemento d'insieme,Cristo morto,,modellazione,policromia perduta, 33x182x51 cm,CR,Palazzo Pignano,https://www.geonames.org/6542735/palazzo-pignano.html,45.39007,9.56956,Pieve di San Martino,,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Chiesa di Santo Spirito e Santa Maddalena,,,,,,,,,,1510,1510,Compianto di Palazzo Pignano,"AP8, 7-12; AP1, 67-68; M3, 176"
67,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP1),Guido Mazzoni,http://vocab.getty.edu/page/ulan/500013902,,"Scuola italiana, scuola emiliana, scuola modenese",Bibliografia (AP8),,,,,,,,,,,statua,elemento d'insieme,Sant Maria Maddalena,,modellazione,policromia perduta, 145x145x71 cm,CR,Palazzo Pignano,https://www.geonames.org/6542735/palazzo-pignano.html,45.39007,9.56956,Pieve di San Martino,,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Chiesa di Santo Spirito e Santa Maddalena,,,,,,,,,,1510,1510,Compianto di Palazzo Pignano,"AP8, 7-12; AP1, 67-68; M3, 176"
68,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP1),Guido Mazzoni,http://vocab.getty.edu/page/ulan/500013902,,"Scuola italiana, scuola emiliana, scuola modenese",Bibliografia (AP8),,,,,,,,,,,statua,elemento d'insieme,San Giovanni evangelista,,modellazione,policromia perduta, 152x108x56 cm,CR,Palazzo Pignano,https://www.geonames.org/6542735/palazzo-pignano.html,45.39007,9.56956,Pieve di San Martino,,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Chiesa di Santo Spirito e Santa Maddalena,,,,,,,,,,1510,1510,Compianto di Palazzo Pignano,"AP8, 7-12; AP1, 67-68; M3, 176"
69,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP1),Guido Mazzoni,http://vocab.getty.edu/page/ulan/500013902,,"Scuola italiana, scuola emiliana, scuola modenese",Bibliografia (AP8),,,,,,,,,,,statua,elemento d'insieme,San Nicodemo,,modellazione,policromia perduta, 120x72x64 cm,CR,Palazzo Pignano,https://www.geonames.org/6542735/palazzo-pignano.html,45.39007,9.56956,Pieve di San Martino,,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Chiesa di Santo Spirito e Santa Maddalena,,,,,,,,,,1510,1510,Compianto di Palazzo Pignano,"AP8, 7-12; AP1, 67-68; M3, 176"
70,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP1),Guido Mazzoni,http://vocab.getty.edu/page/ulan/500013902,,"Scuola italiana, scuola emiliana, scuola modenese",Bibliografia (AP8),,,,,,,,,,,statua,elemento d'insieme,San Giuseppe d'Arimatea,,modellazione,policromia perduta, 116x62x71 cm,CR,Palazzo Pignano,https://www.geonames.org/6542735/palazzo-pignano.html,45.39007,9.56956,Pieve di San Martino,,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Chiesa di Santo Spirito e Santa Maddalena,,,,,,,,,,1510,1510,Compianto di Palazzo Pignano,"AP8, 7-12; AP1, 67-68; M3, 176"
71,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP1),Guido Mazzoni,http://vocab.getty.edu/page/ulan/500013902,,"Scuola italiana, scuola emiliana, scuola modenese",Bibliografia (AP8),,,,,,,,,,,statua,elemento d'insieme,Svenimento della Madonna,,modellazione,policromia perduta, 138x161x150 cm,CR,Palazzo Pignano,https://www.geonames.org/6542735/palazzo-pignano.html,45.39007,9.56956,Pieve di San Martino,,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Chiesa di Santo Spirito e Santa Maddalena,,,,,,,,,,1510,1510,Compianto di Palazzo Pignano,"AP8, 7-12; AP1, 67-68; M3, 176"
72,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AM1),,,,,,,,,,,,,,,,rilievo,elemento d'insieme,Natività,,modellazione,policromia perduta, 30x70 cm,CR,Crema,https://www.geonames.org/3177841/crema.html,45.36264,9.68176,Museo Civico di Crema e del Cremasco,,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Cattedrale di Santa Maria Assunta,,1513-1960,,,,,,,,1513,1513,Frammenti del perduto polittico di San Marco della Cattedrale di Santa Maria Assunta di Crema  ,"AM1, 143-144"
73,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AM1),,,,,,,,,,,,,,,,rilievo,elemento d'insieme,Resurrezione,,modellazione,policromia perduta, 30x70 cm,CR,Crema,https://www.geonames.org/3177841/crema.html,45.36264,9.68176,Museo Civico di Crema e del Cremasco,,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Cattedrale di Santa Maria Assunta,,1513-1960,,,,,,,,1513,1513,Frammenti del perduto polittico di San Marco della Cattedrale di Santa Maria Assunta di Crema  ,"AM1, 143-144"
74,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AM1),Giovanni Battagio,http://vocab.getty.edu/page/ulan/500093326,,"Scuola italiana, scuola lombarda",,,,,,,,,,,,busto,elemento d'insieme,Busto di donna,,modellazione,policromia perduta," 44,5x35 cm",CR,Crema,https://www.geonames.org/3177841/crema.html,45.36264,9.68176,Museo Civico di Crema e del Cremasco,,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Santuario di Santa Maria della Croce,,1961,,,,,,,,1490,1500,Busti muliebri del Santuario di Santa Maria della Croce a Crema,"M25, 242; AP19, 40, 43 nota 40; AM1, 133-134"
75,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AM1),Giovanni Battagio,http://vocab.getty.edu/page/ulan/500093326,,"Scuola italiana, scuola lombarda",,,,,,,,,,,,busto,elemento d'insieme,Busto di donna,,modellazione,policromia perduta,da verificare,CR,Crema,https://www.geonames.org/3177841/crema.html,45.36264,9.68176,Santuario di Santa Maria della Croce,,O,,,,,,,,,,,,,,,1490,1500,Busti muliebri del Santuario di Santa Maria della Croce a Crema,"M25, 242; AP19, 40, 43 nota 40; AM1, 133-134"
76,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (M1),Giovanni de Fondulis; Agostino de Fondulis,2; http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",,,,,,,,,,,,statua,elemento d'insieme,Madonna col Bambino,,modellazione,policroma, 115x35x30 cm,CR,Izano,https://www.geonames.org/3175382/izano.html,45.35552,9.75138,Oratorio di San Rocco,,O,,,,,,,,,,,,,,,1485,1495,,"AM14, 370-374; M1, 86"
77,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (M1),Giovanni de Fondulis; Agostino de Fondulis,2; http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",,,,,,,,,,,,statua,elemento d'insieme,San Rocco,,modellazione,policroma, 110x40x30 cm,CR,Izano,https://www.geonames.org/3175382/izano.html,45.35552,9.75138,Oratorio di San Rocco,,O,,,,,,,,,,,,,,,1485,1495,,"AM14, 370-374; M1, 86"
78,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (M1),Giovanni de Fondulis; Agostino de Fondulis,2; http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",,,,,,,,,,,,statua,elemento d'insieme,San Sebastiano,,modellazione,policroma, 108x35x28 cm,CR,Izano,https://www.geonames.org/3175382/izano.html,45.35552,9.75138,Oratorio di San Rocco,,O,,,,,,,,,,,,,,,1485,1495,,"AM14, 370-374; M1, 86"
79,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP22),Maestro del Compianto del Carmine di Brescia,9,?,"Scuola italiana, scuola lombarda, scuola bresciana",,,,,,,,,,,,statua,elemento d'insieme,Cristo Morto,,modellazione,policroma,lunghezza 135 cm,CR,Soncino,https://www.geonames.org/3166399/soncino.html,45.40033,9.86845,Chiesa di San Giacomo Maggiore,prima cappella a destra,O,P,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,Cripta,1962,,,,,,,,1485,1495,Compianto di Soncino,"AP22, 69-74; AM14, 374-376; AM15, 386-388; M1, 86"
80,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP22),Maestro del Compianto del Carmine di Brescia,9,?,"Scuola italiana, scuola lombarda, scuola bresciana",,,,,,,,,,,,statua,elemento d'insieme,Santa Maria Maddalena,,modellazione,policroma,altezza 125 cm,CR,Soncino,https://www.geonames.org/3166399/soncino.html,45.40033,9.86845,Chiesa di San Giacomo Maggiore,prima cappella a destra,O,P,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,Cripta,1962,,,,,,,,1485,1495,Compianto di Soncino,"AP22, 69-74; AM14, 374-376; AM15, 386-388; M1, 86"
81,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP22),Maestro del Compianto del Carmine di Brescia,9,?,"Scuola italiana, scuola lombarda, scuola bresciana",,,,,,,,,,,,statua,elemento d'insieme,San Giovanni evangelista,,modellazione,policroma,altezza 133 cm,CR,Soncino,https://www.geonames.org/3166399/soncino.html,45.40033,9.86845,Chiesa di San Giacomo Maggiore,prima cappella a destra,O,P,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,Cripta,1962,,,,,,,,1485,1495,Compianto di Soncino,"AP22, 69-74; AM14, 374-376; AM15, 386-388; M1, 86"
81,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP22),Maestro del Compianto del Carmine di Brescia,9,?,"Scuola italiana, scuola lombarda, scuola bresciana",,,,,,,,,,,,statua,elemento d'insieme,San Nicodemo,,modellazione,policroma,altezza 96 cm,CR,Soncino,https://www.geonames.org/3166399/soncino.html,45.40033,9.86845,Chiesa di San Giacomo Maggiore,prima cappella a destra,O,P,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,Cripta,1962,,,,,,,,1485,1495,Compianto di Soncino,"AP22, 69-74; AM14, 374-376; AM15, 386-388; M1, 86"
83,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP22),Maestro del Compianto del Carmine di Brescia,9,?,"Scuola italiana, scuola lombarda, scuola bresciana",,,,,,,,,,,,statua,elemento d'insieme,San Giuseppe d'Arimatea,,modellazione,policroma,altezza 130 cm,CR,Soncino,https://www.geonames.org/3166399/soncino.html,45.40033,9.86845,Chiesa di San Giacomo Maggiore,prima cappella a destra,O,P,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,Cripta,1962,,,,,,,,1485,1495,Compianto di Soncino,"AP22, 69-74; AM14, 374-376; AM15, 386-388; M1, 86"
84,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP22),Maestro del Compianto del Carmine di Brescia,9,?,"Scuola italiana, scuola lombarda, scuola bresciana",,,,,,,,,,,,statua,elemento d'insieme,Svenimento della Madonna,,modellazione,policroma,altezza 128 cm,CR,Soncino,https://www.geonames.org/3166399/soncino.html,45.40033,9.86845,Chiesa di San Giacomo Maggiore,prima cappella a destra,O,P,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,Cripta,1962,,,,,,,,1485,1495,Compianto di Soncino,"AP22, 69-74; AM14, 374-376; AM15, 386-388; M1, 86"
85,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Seguace,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AM16),,,,,,,,,,,,,,,,busto,,Busto di santo,,modellazione,policromia perduta, 51x35 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,,,,,,,,,,,,,,,1490,1510,,"M4, 43-44"
86,Rinaldo de Staulis,3,?,"Scuola italiana, scuola lombarda, scuola cremonese",Analisi stilistica,Anonimo lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (M4),,,,,,,,,,,formella architettonica,serie,Angelo,,stampo,policromia perduta, 30x15 cm,CR,Cremona,https://www.geonames.org/3177838/cremona.html,45.13325,10.02129,Museo Civico Ala Ponzone,,,,,,,,,,,,,,,,,1450,1470,,"M9, 8; M4"
87,Anonimo dell'Italia settentrionale [Antonio Rossellino],http://vocab.getty.edu/page/ulan/500002855,,"Scuola italiana, scuola toscana, scuola fiorentina",Bibliografia (AM17),Gian Cristoforo Romano,http://vocab.getty.edu/page/ulan/500015533,,"Scuola italiana, scuola lombarda",Bibliografia (AP26),,,,,,,,,,,rilievo,serie,Madonna col Bambino,Madonna di Leningrado,stampo,policroma, 65x45 cm,CR,Crema,https://www.geonames.org/3177841/crema.html,45.36264,9.68176,Santuario di Santa Maria della Croce,,,P,,,,,,,,,,,,,,1460,1490,,"AP26, 8; AM17, 281-294"
88,Anonimo lombardo,,,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,rilievo,,Cristo in pietà,,modellazione,policromia perduta,da verificare,CR,Pizzighettone,https://www.geonames.org/3170597/pizzighettone.html,45.1869,9.78781,Chiesa di San Bassiano,facciata,O,,,,,,,,,,,,,,,1467,1475,,BIBLIOGRAFIA
89,Anonimo lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (AP27),,,,,,,,,,,,,,,,rilievo,,Madonna col Bambino,,modellazione,policromia perduta, 38x30x36 cm,CR,Ripalta Arpina,https://www.geonames.org/6534609/ripalta-arpina.html,45.30187,9.72896,Chiesa di Santa Maria Rotonda,,,,,,,,,,,,,,,,,1450,1500,,"AP27, 316-317"
90,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Analisi stilistica,,,,,,,,,,,,,,,,gruppo scultoreo,,Pietà,,modellazione,policroma, 130x94x43 cm,CR,Cremosano,https://www.geonames.org/6543217/cremosano.html,45.39467,9.63826,Chiesa di Santa Maria Maddalena,,,,,,,,,,,,,,,,,1490,1510,,BIBLIOGRAFIA
91,Anonimo lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (M2),,,,,,,,,,,,,,,,rilievo,,San Girolamo,,modellazione,policromia perduta, 47x45x8 cm,CR,Capergnanica,https://www.geonames.org/3180722/capergnanica.html,45.33869,9.64475,Chiesa di San Girolamo,,O,,,,,,,,,,,,,,,1470,1490,,M2
