id,autore-0-name,autore-0-url,autore-0-rif,autore-0-ambito,autore-0-motiv,autore-1-name,autore-1-url,autore-1-rif,autore-1-ambito,autore-1-motiv,autore-2-name,autore-2-url,autore-2-rif,autore-2-ambito,autore-2-motiv,autore-3-name,autore-3-url,autore-3-rif,autore-3-ambito,autore-3-motiv,autore-4-name,autore-4-url,autore-4-rif,autore-4-ambito,autore-4-motiv,oggetto-def,oggetto-id,soggetto,denominazione,tecnica,lavorazione,descrizione,misure,loc-0-prov,loc-0-comune,loc-0-geonames,loc-0-lat,loc-0-long,loc-0-contenitore,loc-0-specifica,loc-0-isOriginal,loc-1-isOriginal,loc-1-prov,loc-1-comune,loc-1-geonames,loc-1-contenitore,loc-1-specifica,loc-1-crono,loc-2-isOriginal,loc-2-prov,loc-2-comune,loc-2-geonames,loc-2-contenitore,loc-2-specifica,loc-2-crono,loc-3-isOriginal,loc-3-prov,loc-3-comune,loc-3-geonames,loc-3-contenitore,loc-3-specifica,loc-3-crono,loc-4-isOriginal,loc-4-prov,loc-4-comune,loc-4-geonames,loc-4-contenitore,loc-4-specifica,loc-4-crono,loc-5-isOriginal,loc-5-prov,loc-5-comune,loc-5-geonames,loc-5-contenitore,loc-5-specifica,loc-5-crono,loc-6-isOriginal,loc-6-prov,loc-6-comune,loc-6-geonames,loc-6-contenitore,loc-6-specifica,loc-6-crono,loc-7-isOriginal,loc-7-prov,loc-7-comune,loc-7-geonames,loc-7-contenitore,loc-7-specifica,loc-7-crono,data-da,data-a,not-storico-critiche,stato-conservazione,restauro,relazioni,bibliografia,img-path,more-img-paths,autore-scheda
1017,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Monaco,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un monaco barbuto e incappucciato",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19236,9.15948,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 97",1017 .JPG,,Marco Scansani
1018,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Monaco,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un monaco imberbe e incappucciato",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19237,9.15949,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 98",1018 .JPG,,Marco Scansani
1019,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Monaco,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un monaco barbuto e incappucciato",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19238,9.15950,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 99",1019 .JPG,,Marco Scansani
1020,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Monaco,,modellazione,policromia perduta,Il rilievo mostra un monaco che sporge un braccio al di fuori del clipeo in cui è inserito,<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19239,9.15951,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in cattivo stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 100",1020 .JPG,,Marco Scansani
1021,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Monaco,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un monaco barbuto e incappucciato",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19240,9.15952,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 101",1021 .JPG,,Marco Scansani
1022,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Monaco,,modellazione,policromia perduta,"Il rilievo frammentario mostra, entro un tondo, la testa di un monaco imberbe e incappucciato",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19241,9.15953,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è fortemente dilavata,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 102",1022 .JPG,,Marco Scansani
1023,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Uomo,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un uomo barbuto",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19242,9.15954,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 103",1023 .JPG,,Marco Scansani
1024,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Donna,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di una donna",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19243,9.15955,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 104",1024 .JPG,,Marco Scansani
1025,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Profeta (?),,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di uomo barbuto con un turbante",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19244,9.15956,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 105",1025 .JPG,,Marco Scansani
1026,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Angelo,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un giovinetto dai capelli lunghi",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19245,9.15957,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in cattivo stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 106",1026 .JPG,,Marco Scansani
1027,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Monaco,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un monaco barbuto e incappucciato",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19246,9.15958,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 107",1027 .JPG,,Marco Scansani
1028,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Monaco,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un monaco incappucciato",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19247,9.15959,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in cattivo stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 108",1028 .JPG,,Marco Scansani
1029,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Monaco,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un monaco barbuto e incappucciato",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19248,9.15960,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 109",1029 .JPG,,Marco Scansani
1030,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Uomo,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, una testa virile con copricapo",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19249,9.15961,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in cattivo stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 110",1030 .JPG,,Marco Scansani
1031,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Uomo,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di uomo calvo",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19250,9.15962,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 111",1031 .JPG,,Marco Scansani
1032,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Monaco,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un monaco imberbe e incappucciato",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19251,9.15963,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 112",1032 .JPG,,Marco Scansani
1033,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Uomo,,modellazione,policromia perduta,"Il rilievo frammentario mostra, entro un tondo, la testa di un uomo con berretto",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19252,9.15964,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è fortemente dilavata,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 113",1033 .JPG,,Marco Scansani
1034,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Monaco,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un monaco imberbe",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19253,9.15965,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 114",1034 .JPG,,Marco Scansani
1035,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Monaco,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un monaco barbuto e incappucciato",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19254,9.15966,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 115",1035 .JPG,,Marco Scansani
1036,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Monaco,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un monaco imberbe e incappucciato",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19255,9.15967,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in discreto stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 116",1036 .JPG,,Marco Scansani
1037,Francesco Solari,8,bottega,"Scuola italiana, scuola lombarda",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,rilievo,,Uomo,,modellazione,policromia perduta,"Il rilievo mostra, entro un tondo, la testa di un uomo con berretto",<i>Da verificare</i>,PV,Pavia,https://www.geonames.org/3171366/pavia.html,45.19256,9.15968,Certosa di Pavia,chiostro piccolo (lato Nord),O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,1465,"Questo rilievo, una delle teste clipeate che ornano il lato settentrionale del Chiostro Piccolo della Certosa di Pavia, è da attribuire alla bottega di Francesco Solari. Dai registri di spesa della Certosa relativi agli anni 1462-1467 risulta infatti che gli unici scultori esplicitamente remunerati per lavori in terracotta nei due chiostri siano Rinaldo de Staulis da Cremona e lo stesso Francesco Solari. Le caratteristiche stilistiche del rilievo – per impianto formale e qualità esecutiva – rimandano con maggiore coerenza al linguaggio della bottega del caronese, cui si può pertanto assegnare l’esecuzione delle terrecotte del lato settentrionale.",La terracotta è in cattivo stato di conservazione,,Decorazioni del chiostro piccolo della Certosa di Pavia; Lato Nord,"M344, 45-51; M345; AP7, 117",1037 .JPG,,Marco Scansani
