ID,NOME AUTORE,URL ULAN O ID AUTORE NON ULAN,RIF. AUTORE,AMBITO CULTURALE,MOTIVAZIONE ATTRIBUZIONE,ALTRE ATTRIBUZIONI: NOME,ALTRE ATTRIBUZIONI: URL ULAN O ID NON ULAN,ALTRE ATTRIBUZIONI: RIF. AUTORE,ALTRE ATTRIBUZIONI: AMBITO CULTURALE,ALTRE ATTRIBUZIONI: MOTIVAZIONE ATTRIBUZIONE,OGGETTO DEFINIZIONE,OGGETTO IDENTIFICAZIONE,OGGETTO CATEGORIA,SOGGETTO,DENOMINAZIONE TRADIZIONALE,TECNICA,LAVORAZIONE,DESCRIZIONE,MISURE,LOCALIZZAZIONE PROVINCIA,LOCALIZZAZIONE COMUNE,URL GEONAMES,LUOGO CONTENITORE,LOCALIZZAZIONE SPECIFICA,LOCALIZZAZIONI PRECEDENTI: TIPO,LOCALIZZAZIONI PRECEDENTI: PROVINCIA,LOCALIZZAZIONI PRECEDENTI: COMUNE,LOCALIZZAZIONI PRECEDENTI: URL GEONAMES,LOCALIZZAZIONI PRECEDENTI: CONTENITORE,LOCALIZZAZIONI PRECEDENTI: SPECIFICA,LOCALIZZAZIONI PRECEDENTI: CRONOLOGIA,COMMISSIONE,DATAZIONE DA,DATAZIONE A,NOTIZIE STORICO CRITICHE,STATO DI CONSERVAZIONE,RESTAURI,OGGETTI IN RELAZIONE,BIBLIOGRAFIA
66,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP1),Guido Mazzoni,http://vocab.getty.edu/page/ulan/500013902,,"Scuola italiana, scuola emiliana, scuola modenese",Bibliografia (AP8),statua,porzione di Compianto,opera a tutto tondo,Cristo morto,,terracotta modellata,,La terracotta mostra la figura distesa di Cristo con le mani poggiate sul ventre e la testa rialzata da due cuscini,cm 33x182x51,CR,Palazzo Pignano,https://www.geonames.org/6542735/palazzo-pignano.html,Pieve di San Martino,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Chiesa di Santo Spirito e Santa Maddalena,,,,1510,1510,"Come testimoniano i documenti nel 1510 Agostino de Fondulis ricevette l’incarico di realizzare un Compianto sul Cristo Morto per la chiesa di Santa Maddalena e Spirito Santo a Crema annessa all’Ospedale dei Pellegrini. Oggi le figure si trovano nella Pieve di San Martino a Palazzo Pignano, dove sono state trasferite probabilmente per volontà dei conti Vimercati Sanseverino che nel 1837 avevano acquistato l’edificio cremasco ormai sconsacrato.",La terracotta ha alcune reintegrazioni e ha perduto la policromia,Il gruppo ha subito un restauro nel 1928 (che ha rimosso totalmente la policromia); un altro nel 1961 (ad opera di Giuseppe Menozzi); e un altro ancora alla fine del XX secolo,Compianto di Palazzo Pignano,"AP8, 7-12; AP1, 67-68; M3, 176"
67,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP1),Guido Mazzoni,http://vocab.getty.edu/page/ulan/500013902,,"Scuola italiana, scuola emiliana, scuola modenese",Bibliografia (AP8),statua,porzione di Compianto,opera a tutto tondo,Sant Maria Maddalena,,terracotta modellata,,La terracotta raffigura la maddalena urlante con i capelli sciolti e le braccia aperte che accorre verso il Cristo morto,cm 145x145x71,CR,Palazzo Pignano,https://www.geonames.org/6542735/palazzo-pignano.html,Pieve di San Martino,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Chiesa di Santo Spirito e Santa Maddalena,,,,1510,1510,"Come testimoniano i documenti nel 1510 Agostino de Fondulis ricevette l’incarico di realizzare un Compianto sul Cristo Morto per la chiesa di Santa Maddalena e Spirito Santo a Crema annessa all’Ospedale dei Pellegrini. Oggi le figure si trovano nella Pieve di San Martino a Palazzo Pignano, dove sono state trasferite probabilmente per volontà dei conti Vimercati Sanseverino che nel 1837 avevano acquistato l’edificio cremasco ormai sconsacrato.",La terracotta ha alcune reintegrazioni e ha perduto la policromia,Il gruppo ha subito un restauro nel 1928 (che ha rimosso totalmente la policromia); un altro nel 1961 (ad opera di Giuseppe Menozzi); e un altro ancora alla fine del XX secolo,Compianto di Palazzo Pignano,"AP8, 7-12; AP1, 67-68; M3, 176"
68,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP1),Guido Mazzoni,http://vocab.getty.edu/page/ulan/500013902,,"Scuola italiana, scuola emiliana, scuola modenese",Bibliografia (AP8),statua,porzione di Compianto,opera a tutto tondo,San Giovanni evangelista,,terracotta modellata,,La terracotta raffigura San Giovanni evangelista con i capelli lunghi che si rivolge affranto al cielo,cm 152x108x56,CR,Palazzo Pignano,https://www.geonames.org/6542735/palazzo-pignano.html,Pieve di San Martino,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Chiesa di Santo Spirito e Santa Maddalena,,,,1510,1510,"Come testimoniano i documenti nel 1510 Agostino de Fondulis ricevette l’incarico di realizzare un Compianto sul Cristo Morto per la chiesa di Santa Maddalena e Spirito Santo a Crema annessa all’Ospedale dei Pellegrini. Oggi le figure si trovano nella Pieve di San Martino a Palazzo Pignano, dove sono state trasferite probabilmente per volontà dei conti Vimercati Sanseverino che nel 1837 avevano acquistato l’edificio cremasco ormai sconsacrato.",La terracotta ha alcune reintegrazioni e ha perduto la policromia,Il gruppo ha subito un restauro nel 1928 (che ha rimosso totalmente la policromia); un altro nel 1961 (ad opera di Giuseppe Menozzi); e un altro ancora alla fine del XX secolo,Compianto di Palazzo Pignano,"AP8, 7-12; AP1, 67-68; M3, 176"
69,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP1),Guido Mazzoni,http://vocab.getty.edu/page/ulan/500013902,,"Scuola italiana, scuola emiliana, scuola modenese",Bibliografia (AP8),statua,porzione di Compianto,opera a tutto tondo,San Nicodemo,,terracotta modellata,,La terracotta raffigura Nicodemo inginocchiato con una lunga veste con l'interno in pelliccia che tiene tra le mani la tenaglia e i chiodi della croce,cm 120x72x64,CR,Palazzo Pignano,https://www.geonames.org/6542735/palazzo-pignano.html,Pieve di San Martino,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Chiesa di Santo Spirito e Santa Maddalena,,,,1510,1510,"Come testimoniano i documenti nel 1510 Agostino de Fondulis ricevette l’incarico di realizzare un Compianto sul Cristo Morto per la chiesa di Santa Maddalena e Spirito Santo a Crema annessa all’Ospedale dei Pellegrini. Oggi le figure si trovano nella Pieve di San Martino a Palazzo Pignano, dove sono state trasferite probabilmente per volontà dei conti Vimercati Sanseverino che nel 1837 avevano acquistato l’edificio cremasco ormai sconsacrato.",La terracotta ha alcune reintegrazioni e ha perduto la policromia,Il gruppo ha subito un restauro nel 1928 (che ha rimosso totalmente la policromia); un altro nel 1961 (ad opera di Giuseppe Menozzi); e un altro ancora alla fine del XX secolo,Compianto di Palazzo Pignano,"AP8, 7-12; AP1, 67-68; M3, 176"
70,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP1),Guido Mazzoni,http://vocab.getty.edu/page/ulan/500013902,,"Scuola italiana, scuola emiliana, scuola modenese",Bibliografia (AP8),statua,porzione di Compianto,opera a tutto tondo,San Giuseppe d'Arimatea,,terracotta modellata,,La terracotta raffigura Giuseppe d'arimatea inginocchiato che indossa una lunga veste e un cappello mentre tiene tra le mani un chiodo della croce,cm 116x62x71,CR,Palazzo Pignano,https://www.geonames.org/6542735/palazzo-pignano.html,Pieve di San Martino,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Chiesa di Santo Spirito e Santa Maddalena,,,,1510,1510,"Come testimoniano i documenti nel 1510 Agostino de Fondulis ricevette l’incarico di realizzare un Compianto sul Cristo Morto per la chiesa di Santa Maddalena e Spirito Santo a Crema annessa all’Ospedale dei Pellegrini. Oggi le figure si trovano nella Pieve di San Martino a Palazzo Pignano, dove sono state trasferite probabilmente per volontà dei conti Vimercati Sanseverino che nel 1837 avevano acquistato l’edificio cremasco ormai sconsacrato.",La terracotta ha alcune reintegrazioni e ha perduto la policromia,Il gruppo ha subito un restauro nel 1928 (che ha rimosso totalmente la policromia); un altro nel 1961 (ad opera di Giuseppe Menozzi); e un altro ancora alla fine del XX secolo,Compianto di Palazzo Pignano,"AP8, 7-12; AP1, 67-68; M3, 176"
71,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP1),Guido Mazzoni,http://vocab.getty.edu/page/ulan/500013902,,"Scuola italiana, scuola emiliana, scuola modenese",Bibliografia (AP8),statua,porzione di Compianto,opera a tutto tondo,Svenimento della Madonna,,terracotta modellata,,La terracotta raffigura Maria di Cleofa e Maria di Salomè mentre sostengono la Madonna svenuta,cm 138x161x150,CR,Palazzo Pignano,https://www.geonames.org/6542735/palazzo-pignano.html,Pieve di San Martino,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Chiesa di Santo Spirito e Santa Maddalena,,,,1510,1510,"Come testimoniano i documenti nel 1510 Agostino de Fondulis ricevette l’incarico di realizzare un Compianto sul Cristo Morto per la chiesa di Santa Maddalena e Spirito Santo a Crema annessa all’Ospedale dei Pellegrini. Oggi le figure si trovano nella Pieve di San Martino a Palazzo Pignano, dove sono state trasferite probabilmente per volontà dei conti Vimercati Sanseverino che nel 1837 avevano acquistato l’edificio cremasco ormai sconsacrato.",La terracotta ha alcune reintegrazioni e ha perduto la policromia,Il gruppo ha subito un restauro nel 1928 (che ha rimosso totalmente la policromia); un altro nel 1961 (ad opera di Giuseppe Menozzi); e un altro ancora alla fine del XX secolo,Compianto di Palazzo Pignano,"AP8, 7-12; AP1, 67-68; M3, 176"
72,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AM1),,,,,,rilievo,elemento d'insieme,rilievo,Natività,,terracotta modellata,policroma,"Il rilievo mostra Gesù Bambino disteso a terra dentro la capanna circondato da Maria, da San Giuseppe, dal bue e dall'asinello. Sulla destra un pastore seduto rivolge lo sguardo al cielo",cm 30x70,CR,Crema,https://www.geonames.org/3177841/crema.html,Museo Civico di Crema e del Cremasco,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Cattedrale di Santa Maria Assunta,,1513-1960,,1513,1513,"Il frammento fu rinvenuto il 10 settembre 1912 durante dei lavori di sistemazione all’altare di San Marco nel Duomo di Crema insieme ad altre porzioni di terracotta. I pezzi furono dapprima conservati sopra gli armadi della sagrestia, e l’11 aprile 1960 vennero depositati al Museo.
Sono con ogni probabilità i resti dell’antico altare di San Marco: un’importante struttura fittile realizzata alla metà del Quattrocento e restaurata e integrata da Agostino de Fondulis nel 1513. Proprio a questo scultore viene riferito questo rilievo che doveva costituire, insieme ad altri, la predella dell'ancona fittile. Come testimoniano le visite pastorali l’altare sopravvisse almeno fino al 1614, ma in seguito fu smantellato.",La terracotta è in pessimo stato di conservazione: è in frammenti e ha perduto quasi totalmente la cromia,,Frammenti del perduto polittico di San Marco della Cattedrale di Santa Maria Assunta di Crema  ,"AM1, 143-144"
73,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AM1),,,,,,rilievo,elemento d'insieme,rilievo,Resurrezione,,terracotta modellata,policroma,Il soggetto si intuisce grazie alla testa di soldato probabilmente stante ai piedi del sepolcro scoperchiato dal Risorto,cm 30x70,CR,Crema,https://www.geonames.org/3177841/crema.html,Museo Civico di Crema e del Cremasco,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Cattedrale di Santa Maria Assunta,,1513-1960,,1513,1513,"Il frammento fu rinvenuto il 10 settembre 1912 durante dei lavori di sistemazione all’altare di San Marco nel Duomo di Crema insieme ad altre porzioni di terracotta. I pezzi furono dapprima conservati sopra gli armadi della sagrestia, e l’11 aprile 1960 vennero depositati al Museo.
Sono con ogni probabilità i resti dell’antico altare di San Marco: un’importante struttura fittile realizzata alla metà del Quattrocento e restaurata e integrata da Agostino de Fondulis nel 1513. Proprio a questo scultore viene riferito questo rilievo che doveva costituire, insieme ad altri, la predella dell'ancona fittile. Come testimoniano le visite pastorali l’altare sopravvisse almeno fino al 1614, ma in seguito fu smantellato.",La terracotta è in pessimo stato di conservazione: è in frammenti e ha perduto quasi totalmente la cromia,,Frammenti del perduto polittico di San Marco della Cattedrale di Santa Maria Assunta di Crema  ,"AM1, 143-144"
74,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AM1),Giovanni Battagio,http://vocab.getty.edu/page/ulan/500093326,,"Scuola italiana, scuola lombarda",,busto,elemento d'insieme,rilievo,Busto di donna,,terracotta modellata,,"La terracotta raffigura il busto di una donna velata, forse la Madonna","cm 44,5x35",CR,Crema,https://www.geonames.org/3177841/crema.html,Museo Civico di Crema e del Cremasco,,O,CR,Crema,https://www.geonames.org/3177841/crema.html,Santuario di Santa Maria della Croce,,1961,,1490,1500,"Il Museo acquistò questa terracotta dalla parrocchia di Santa Maria della Croce nel 1961 come opera di Agostino de Fondulis. Il busto, che era collocato presso il timpano della porta occidentale della chiesa, è stato sostituito da una copia. L'attribuzione è stata messa in discussione da Maria Verga Bandirali che ha preferito accostare il pezzo a Giovanni Battagio. Non è però certa l'attività plastica di quest'ultimo e il busto, seppur nel modellato sommario, mostra alcuni degli elementi stilistici tipici di Agostino.",La terracotta è stata pesantemente reintegrata: nelle foto storiche sono assenti larghe parti del busto,,Busti muliebri del Santuario di Santa Maria della Croce a Crema,"M25, 242; AP19, 40, 43 nota 40; AM1, 133-134"
75,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AM1),Giovanni Battagio,http://vocab.getty.edu/page/ulan/500093326,,"Scuola italiana, scuola lombarda",,busto,elemento d'insieme,rilievo,Busto di donna,,terracotta modellata,,"La terracotta raffigura il busto di una donna velata, forse la Madonna",da verificare,CR,Crema,https://www.geonames.org/3177841/crema.html,Santuario di Santa Maria della Croce,,,,,,,,,,1490,1500,"Il busto è collocato presso il timpano della porta settentrionale della chiesa, mentre quello simile oggi visibile sulla porta occidentale è una copia di quello acquistato dal Museo Civico di Crema come opera di Agostino de Fondulis. L'attribuzione è stata messa in discussione da Maria Verga Bandirali che ha preferito accostare i due pezzi a Giovanni Battagio. Non è però certa l'attività plastica di quest'ultimo e i due busti, seppur nel modellato sommario, mostrano alcuni degli elementi stilistici tipici di Agostino.",La terracotta è stata pesantemente reintegrata: nelle foto storiche sono assenti larghe parti del busto,,Busti muliebri del Santuario di Santa Maria della Croce a Crema,"M25, 242; AP19, 40, 43 nota 40; AM1, 133-134"
76,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (M1),Giovanni de Fondulis; Agostino de Fondulis,2; http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",,statua,elemento d'insieme,rilievo,Madonna col Bambino,,terracotta modellata,policroma,La terracotta mostra la Vergine con i capelli lunghi sciolti e il Bambino in braccio,cm 115x35x30,CR,Izano,https://www.geonames.org/3175382/izano.html,Oratorio di San Rocco,,,,,,,,,,1485,1495,"La figura era probabilmente inserita in un altare insieme alle altre due statue in terracotta ancora conservate nell'Oratorio. Mario Marubbi ha ritenuto il gruppo il frutto di una collaborazione tra Giovanni de Fondulis e suo figlio, immaginando (sulla scorta di un'errata trascrizione di un documento) che il padre abbia accompagnato Agostino nel suo rientro in Lombardia nel 1483. Giovanni in verità rimase a Padova fino alla fine dei suoi giorni e dunque le terrecotte di Izano vanno più convientemente legate all'attività del più giovane plasticatore, o ancor meglio alla sua bottega, considerando che la qualità del modellato non raggiunge quella delle sue opere autografe.",,,,"AM14, 370-374; M1, 86"
77,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (M1),Giovanni de Fondulis; Agostino de Fondulis,2; http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",,statua,elemento d'insieme,rilievo,San Rocco,,terracotta modellata,policroma,La terracotta mostra San Rocco abbigliato da pellegrino e accompagnato da un cane mentre indica la piaga sulla coscia,cm 110x40x30,CR,Izano,https://www.geonames.org/3175382/izano.html,Oratorio di San Rocco,,,,,,,,,,1485,1495,"La figura era probabilmente inserita in un altare insieme alle altre due statue in terracotta ancora conservate nell'Oratorio. Mario Marubbi ha ritenuto il gruppo il frutto di una collaborazione tra Giovanni de Fondulis e suo figlio, immaginando (sulla scorta di un'errata trascrizione di un documento) che il padre abbia accompagnato Agostino nel suo rientro in Lombardia nel 1483. Giovanni in verità rimase a Padova fino alla fine dei suoi giorni e dunque le terrecotte di Izano vanno più convientemente legate all'attività del più giovane plasticatore, o ancor meglio alla sua bottega, considerando che la qualità del modellato non raggiunge quella delle sue opere autografe.",,,,"AM14, 370-374; M1, 86"
78,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (M1),Giovanni de Fondulis; Agostino de Fondulis,2; http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",,statua,elemento d'insieme,rilievo,San Sebastiano,,terracotta modellata,policroma,La terracotta mostra San Sebastiano con le braccia legate dietro alla schiena mentre volge lo sguardo verso il cielo intonando un lamento,cm 108x35x28,CR,Izano,https://www.geonames.org/3175382/izano.html,Oratorio di San Rocco,,,,,,,,,,1485,1495,"La figura era probabilmente inserita in un altare insieme alle altre due statue in terracotta ancora conservate nell'Oratorio. Mario Marubbi ha ritenuto il gruppo il frutto di una collaborazione tra Giovanni de Fondulis e suo figlio, immaginando (sulla scorta di un'errata trascrizione di un documento) che il padre abbia accompagnato Agostino nel suo rientro in Lombardia nel 1483. Giovanni in verità rimase a Padova fino alla fine dei suoi giorni e dunque le terrecotte di Izano vanno più convientemente legate all'attività del più giovane plasticatore, o ancor meglio alla sua bottega, considerando che la qualità del modellato non raggiunge quella delle sue opere autografe.",,,,"AM14, 370-374; M1, 86"
79,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP22),Maestro del Compianto del Carmine di Brescia,9,?,"Scuola italiana, scuola lombarda, scuola bresciana",,statua,porzione di Compianto,rilievo,Cristo Morto,,terracotta modellata,policroma,La terracotta mostra la figura distesa di Cristo con le mani poggiate sul ventre e la testa rialzata da due cuscini,cm 135,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,prima cappella a destra,P,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,Cripta,1962,,1485,1495,"Licia Carubelli ha riferito questo Compianto all'attività di Agostino de Fondulis, Mario Marubbi ha preferito assegnarlo al padre del plasticatore, Stefania Buganza ha invece rilevato analogie con l'anonimo maestro che ha realizzato il Compianto del Carmine di Brescia (a suo parere identificabile con il misterioso Anzolino Cairano). L'autore del gruppo di Soncino mostra innegabili attinenze con lo stile di Agostino: nei panneggi cartacei, nei gesti teatrali, nella fine ricerca espressiva dei volti solcati da lievi tratti di stecca a segnalare le increspature dell’epidermide. La resa più rigida e sommaria delle figure si discosta da quella osservabile nelle opere autografe del cremasco: si trattera allora forse di un suo seguace, o di qualche plasticatore meno dotato attivo nella sua bottega.",,Il gruppo è stato restaurato nel 1962,Compianto di Soncino,"AP22, 69-74; AM14, 374-376; AM15, 386-388; M1, 86"
80,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP22),Maestro del Compianto del Carmine di Brescia,9,?,"Scuola italiana, scuola lombarda, scuola bresciana",,statua,porzione di Compianto,rilievo,Santa Maria Maddalena,,terracotta modellata,policroma,La terracotta mostra la Maddalena con i capelli lunghi sciolti che volge lo sguardo sconvolto al corpo di Cristo,cm 125,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,prima cappella a destra,P,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,Cripta,1962,,1485,1495,"Licia Carubelli ha riferito questo Compianto all'attività di Agostino de Fondulis, Mario Marubbi ha preferito assegnarlo al padre del plasticatore, Stefania Buganza ha invece rilevato analogie con l'anonimo maestro che ha realizzato il Compianto del Carmine di Brescia (a suo parere identificabile con il misterioso Anzolino Cairano). L'autore del gruppo di Soncino mostra innegabili attinenze con lo stile di Agostino: nei panneggi cartacei, nei gesti teatrali, nella fine ricerca espressiva dei volti solcati da lievi tratti di stecca a segnalare le increspature dell’epidermide. La resa più rigida e sommaria delle figure si discosta da quella osservabile nelle opere autografe del cremasco: si trattera allora forse di un suo seguace, o di qualche plasticatore meno dotato attivo nella sua bottega.",,Il gruppo è stato restaurato nel 1962,Compianto di Soncino,"AP22, 69-74; AM14, 374-376; AM15, 386-388; M1, 86"
81,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP22),Maestro del Compianto del Carmine di Brescia,9,?,"Scuola italiana, scuola lombarda, scuola bresciana",,statua,porzione di Compianto,rilievo,San Giovanni evangelista,,terracotta modellata,policroma,"La terracotta mostra San Giovanni evangelista con i capelli lunghi, le mani intrecciate e il volto contrito",cm 133,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,prima cappella a destra,P,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,Cripta,1962,,1485,1495,"Licia Carubelli ha riferito questo Compianto all'attività di Agostino de Fondulis, Mario Marubbi ha preferito assegnarlo al padre del plasticatore, Stefania Buganza ha invece rilevato analogie con l'anonimo maestro che ha realizzato il Compianto del Carmine di Brescia (a suo parere identificabile con il misterioso Anzolino Cairano). L'autore del gruppo di Soncino mostra innegabili attinenze con lo stile di Agostino: nei panneggi cartacei, nei gesti teatrali, nella fine ricerca espressiva dei volti solcati da lievi tratti di stecca a segnalare le increspature dell’epidermide. La resa più rigida e sommaria delle figure si discosta da quella osservabile nelle opere autografe del cremasco: si trattera allora forse di un suo seguace, o di qualche plasticatore meno dotato attivo nella sua bottega.",,Il gruppo è stato restaurato nel 1962,Compianto di Soncino,"AP22, 69-74; AM14, 374-376; AM15, 386-388; M1, 86"
81,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP22),Maestro del Compianto del Carmine di Brescia,9,?,"Scuola italiana, scuola lombarda, scuola bresciana",,statua,porzione di Compianto,rilievo,San Nicodemo,,terracotta modellata,policroma,"La terracotta mostra Nicodemo calvo, barbuto e accosciato che è intento a trattenere qualcosa con le mani",cm 96,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,prima cappella a destra,P,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,Cripta,1962,,1485,1495,"Licia Carubelli ha riferito questo Compianto all'attività di Agostino de Fondulis, Mario Marubbi ha preferito assegnarlo al padre del plasticatore, Stefania Buganza ha invece rilevato analogie con l'anonimo maestro che ha realizzato il Compianto del Carmine di Brescia (a suo parere identificabile con il misterioso Anzolino Cairano). L'autore del gruppo di Soncino mostra innegabili attinenze con lo stile di Agostino: nei panneggi cartacei, nei gesti teatrali, nella fine ricerca espressiva dei volti solcati da lievi tratti di stecca a segnalare le increspature dell’epidermide. La resa più rigida e sommaria delle figure si discosta da quella osservabile nelle opere autografe del cremasco: si trattera allora forse di un suo seguace, o di qualche plasticatore meno dotato attivo nella sua bottega.",,Il gruppo è stato restaurato nel 1962,Compianto di Soncino,"AP22, 69-74; AM14, 374-376; AM15, 386-388; M1, 86"
83,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP22),Maestro del Compianto del Carmine di Brescia,9,?,"Scuola italiana, scuola lombarda, scuola bresciana",,statua,porzione di Compianto,rilievo,San Giuseppe d'Arimatea,,terracotta modellata,policroma,"La terracotta mostra Giuseppe d'Arimatea barbuto, con un turbante che trattiene con la mano sinistra la tenaglia",cm 130,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,prima cappella a destra,P,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,Cripta,1962,,1485,1495,"Licia Carubelli ha riferito questo Compianto all'attività di Agostino de Fondulis, Mario Marubbi ha preferito assegnarlo al padre del plasticatore, Stefania Buganza ha invece rilevato analogie con l'anonimo maestro che ha realizzato il Compianto del Carmine di Brescia (a suo parere identificabile con il misterioso Anzolino Cairano). L'autore del gruppo di Soncino mostra innegabili attinenze con lo stile di Agostino: nei panneggi cartacei, nei gesti teatrali, nella fine ricerca espressiva dei volti solcati da lievi tratti di stecca a segnalare le increspature dell’epidermide. La resa più rigida e sommaria delle figure si discosta da quella osservabile nelle opere autografe del cremasco: si trattera allora forse di un suo seguace, o di qualche plasticatore meno dotato attivo nella sua bottega.",,Il gruppo è stato restaurato nel 1962,Compianto di Soncino,"AP22, 69-74; AM14, 374-376; AM15, 386-388; M1, 86"
84,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AP22),Maestro del Compianto del Carmine di Brescia,9,?,"Scuola italiana, scuola lombarda, scuola bresciana",,statua,porzione di Compianto,rilievo,Svenimento della Madonna,,terracotta modellata,policroma,La terracotta raffigura Maria di Cleofa e Maria di Salomè mentre sostengono la Madonna che sta per svenire,cm 128,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,prima cappella a destra,P,CR,Soncino,https://www.geonames.org/3166399/soncino.html,Chiesa di San Giacomo Maggiore,Cripta,1962,,1485,1495,"Licia Carubelli ha riferito questo Compianto all'attività di Agostino de Fondulis, Mario Marubbi ha preferito assegnarlo al padre del plasticatore, Stefania Buganza ha invece rilevato analogie con l'anonimo maestro che ha realizzato il Compianto del Carmine di Brescia (a suo parere identificabile con il misterioso Anzolino Cairano). L'autore del gruppo di Soncino mostra innegabili attinenze con lo stile di Agostino: nei panneggi cartacei, nei gesti teatrali, nella fine ricerca espressiva dei volti solcati da lievi tratti di stecca a segnalare le increspature dell’epidermide. La resa più rigida e sommaria delle figure si discosta da quella osservabile nelle opere autografe del cremasco: si trattera allora forse di un suo seguace, o di qualche plasticatore meno dotato attivo nella sua bottega.",,Il gruppo è stato restaurato nel 1962,Compianto di Soncino,"AP22, 69-74; AM14, 374-376; AM15, 386-388; M1, 86"
